EventId	UserId	ItemId	Timestamp
125	19	46	1345051350
126	109	47	1345343070
127	110	48	1351572018
128	104	48	1351655266
129	111	48	1351589892
130	112	48	1351647823
131	113	49	1350179109
132	104	49	1350180574
133	114	50	1344321089
134	115	51	1314568251
135	116	51	1315124540
136	117	52	1314344508
137	118	52	1314346222
138	119	53	1338904342
139	120	53	1338906028
140	8	54	1351209490
141	121	54	1351210013
142	122	55	1333371988
143	123	55	1333344740
144	124	56	1351379107
145	125	56	1351609350
146	126	56	1351517286
147	32	56	1351619399
148	127	57	1336534594
149	128	57	1336535237
150	129	58	1353073933
151	130	59	1318303134
152	83	59	1318304297
153	79	60	1341223270
154	131	60	1341392587
155	64	60	1341239878
156	132	61	1312030791
157	133	61	1313320606
158	134	61	1313320892
159	58	62	1333251702
160	135	62	1333422264
161	136	62	1333246133
162	137	62	1333252718
163	138	62	1333249882
164	139	63	1346497988
165	94	63	1346539617
166	68	63	1346557119
167	7	63	1346512506
168	65	64	1340009859
169	140	64	1340076151
170	43	64	1340056011
171	141	64	1340267259
172	142	65	1314115753
173	143	65	1314159873
174	104	66	1350167026
175	94	66	1350153083
176	144	67	1346225465
177	145	68	1308739197
178	97	68	1309355754
179	146	69	1351559087
180	147	69	1351567853
181	148	69	1351561006
182	149	69	1351564364
183	150	70	1314209046
184	151	70	1314437417
185	152	71	1351946404
186	60	71	1351989519
187	153	72	1341449309
188	154	72	1341332170
189	155	73	1329223780
190	156	73	1330229800
191	157	73	1329119797
192	36	73	1328943156
193	158	73	1329380745
194	90	73	1328948072
195	159	74	1306150779
196	160	74	1312393197
197	161	74	1306197691
198	162	75	1310961212
199	163	75	1311066963
200	164	76	1342601461
201	165	76	1342603295
202	166	76	1342604551
203	167	77	1350695793
204	168	77	1350701692
205	169	77	1350701819
206	170	77	1350718039
207	171	77	1350697581
208	32	77	1350721870
209	88	77	1350698097
210	172	77	1350697800
211	61	77	1350697687
212	155	78	1299170322
213	173	78	1299138140
214	174	78	1299158984
215	175	79	1351817962
216	176	79	1351820246
217	115	80	1324826669
218	177	80	1324861956
219	89	81	1342439207
220	178	81	1342440705
221	179	82	1337579579
222	180	83	1352693468
223	181	83	1352693018
224	182	84	1344929825
225	183	85	1336392462
226	184	85	1334988836
227	185	85	1334986257
228	186	85	1334998245
229	187	85	1334974975
230	188	86	1344349470
231	189	86	1344351372
232	80	87	1353076673
233	190	88	1299835958
234	191	88	1299839006
235	184	88	1299904654
236	192	88	1299833378
237	193	89	1345434143
238	194	89	1345432857
239	195	90	1321572684
240	196	90	1321651967
241	197	91	1339638776
242	126	91	1339645860
243	198	92	1345300615
244	199	92	1345304311
245	125	93	1326701366
246	58	93	1326723135
247	200	93	1326984950
248	201	94	1351218696
249	202	94	1351493363
250	203	95	1314415744
251	204	95	1314499848
252	205	96	1306821929
253	206	96	1306828326
254	207	97	1330739121
255	208	97	1330822721
256	79	98	1325575523
257	209	98	1325588240
258	210	99	1344350487
259	35	99	1344352991
260	211	100	1335482764
261	212	100	1335488618
262	213	101	1353390129
263	57	101	1353396863
264	214	101	1353419100
265	215	102	1352763708
266	106	103	1352521514
267	79	104	1353735165
268	68	104	1353750655
269	216	105	1342713041
270	217	105	1342713247
271	218	106	1296805019
272	219	106	1296896229
273	220	106	1296811451
274	221	107	1352603462
275	222	107	1352711937
276	223	107	1352610210
277	224	107	1352619763
278	225	108	1325950383
279	226	109	1320664201
280	97	109	1320670970
281	227	110	1344742807
282	228	110	1344745687
283	229	110	1344779150
284	230	111	1344942798
285	109	111	1344953802
286	231	112	1345127858
287	232	112	1345065564
288	233	112	1345022884
289	234	112	1345073955
290	139	113	1331358506
291	89	113	1331362924
292	235	113	1331360238
293	44	113	1332442824
294	29	113	1331726646
295	123	113	1331431766
296	207	114	1328245029
297	236	114	1328440645
298	88	114	1328664262
299	24	115	1325840060
300	4	115	1325931372
301	237	116	1306756071
302	238	116	1306897637
303	239	117	1300706506
304	240	117	1300710301
305	241	118	1343307937
306	168	118	1343366330
307	242	119	1344093846
308	25	119	1344873638
309	6	119	1344908178
310	114	119	1344901923
311	215	120	1351766232
312	15	120	1351956516
313	115	121	1311524933
314	243	121	1311557321
315	173	121	1311526985
316	59	122	1328376678
317	44	122	1328379392
318	174	123	1305023631
319	68	124	1351870842
320	244	124	1351872867
321	245	125	1353422996
322	246	125	1353436717
323	247	125	1353425296
324	32	126	1349056048
325	88	126	1349054848
326	16	127	1343954929
327	204	127	1343955487
328	248	128	1345308575
329	175	128	1345366179
330	249	128	1345340606
331	250	128	1345336202
332	207	129	1317290433
333	251	129	1317322266
334	116	129	1317318293
335	88	129	1317344618
336	252	129	1317345960
337	67	129	1317326565
338	253	130	1341459264
339	254	130	1341477897
340	248	131	1352423511
341	255	131	1350491727
342	12	131	1350569708
343	61	131	1350435380
344	202	132	1314672212
345	104	132	1353802782
346	80	132	1353824418
347	256	132	1353746984
348	257	132	1353824898
349	258	132	1353863745
350	59	132	1353809168
351	259	132	1353802601
352	260	132	1353803640
353	49	133	1343018776
354	126	133	1343021380
355	250	133	1343019537
356	104	134	1349575249
357	261	134	1349527276
358	258	134	1349574989
359	256	135	1328509104
360	64	135	1328521856
361	262	136	1341556332
362	263	136	1341541762
363	15	137	1334723646
364	264	137	1334732475
365	265	138	1335851362
366	88	138	1335880038
367	107	139	1343471008
368	266	139	1343474222
369	267	139	1343476831
370	268	140	1349072048
371	3	140	1349191609
372	269	141	1354006995
373	242	141	1353985950
374	77	141	1354145475
375	8	141	1354093303
376	270	141	1353985548
377	271	141	1354079882
378	60	141	1354010929
379	165	142	1329992496
380	157	142	1329980680
381	29	142	1330010217
382	272	142	1329994242
383	273	142	1329979139
384	274	142	1329980887
385	275	142	1330318092
386	25	143	1347773787
387	248	143	1347771169
388	27	143	1347772046
389	77	143	1347772038
390	29	143	1347774036
391	276	143	1347774205
392	169	143	1347790895
393	233	143	1347771482
394	15	143	1347774492
395	18	143	1347776118
396	277	144	1334846708
397	278	144	1334892468
398	128	145	1340702023
399	279	145	1340691132
400	280	146	1341040070
401	281	146	1341049836
402	282	147	1349447052
403	283	148	1316490216
404	284	148	1316591308
405	243	149	1343569051
406	189	149	1343570445
407	285	150	1353320257
408	207	150	1353367502
409	286	151	1353764435
410	256	151	1353772458
411	178	152	1341138282
412	287	153	1352274656
413	64	153	1352297302
414	113	153	1352299235
415	121	153	1352300969
416	118	153	1352290184
417	288	153	1352267557
418	289	153	1352262549
419	290	153	1352252878
420	260	153	1352302169
421	291	154	1315186491
422	186	154	1315043238
423	292	155	1325534860
424	4	155	1325558435
425	293	155	1326355241
426	168	156	1342670262
427	258	156	1342625831
428	58	157	1336387822
429	294	157	1352708888
430	295	158	1351329440
431	104	158	1351386730
432	109	158	1351340223
433	296	159	1341283301
434	64	159	1341286266
435	129	160	1349344415
436	24	161	1352902207
437	297	161	1352941219
438	259	161	1352907599
439	298	161	1352940933
440	141	162	1350905275
441	12	162	1350920030
442	299	163	1351744024
443	42	163	1351746126
444	215	163	1351749921
445	300	164	1348552515
446	58	164	1348580626
447	179	164	1348568989
448	114	164	1348566901
449	301	165	1353751341
450	302	165	1353744964
451	235	166	1345992861
452	233	166	1346064168
453	199	166	1345999474
454	109	166	1345988916
455	69	166	1346036632
456	303	167	1309155756
457	304	167	1309185452
458	51	168	1329229497
459	305	168	1329235864
460	306	169	1341411071
461	183	169	1341451434
462	15	169	1341363104
463	307	169	1341309782
464	33	169	1341311981
465	281	169	1341330963
466	308	169	1341358670
467	309	170	1335840361
468	193	170	1335843033
469	98	171	1306535730
470	282	171	1352020394
471	310	171	1351991357
472	311	172	1296622612
473	312	172	1296629037
474	163	172	1296628336
475	313	173	1319009412
476	314	173	1319082109
477	315	173	1319075784
478	316	174	1332766658
479	53	174	1332818935
480	317	175	1348819785
481	318	175	1348647500
482	319	176	1351670821
483	31	176	1353858580
484	34	176	1354266598
485	320	177	1318640576
486	321	177	1318548345
487	322	177	1318553829
488	123	177	1318589396
489	323	178	1353465786
490	58	178	1353478905
491	323	179	1348585200
492	104	179	1350917774
493	324	179	1350901121
494	256	179	1350917699
495	292	180	1350918187
496	246	180	1350915953
497	325	180	1350908347
498	13	181	1349622762
499	247	181	1350746206
500	271	182	1347706720
501	41	182	1347695902
502	61	182	1347708733
503	6	183	1318251313
504	326	183	1318306243
505	327	184	1333198224
506	36	184	1333203007
507	158	184	1333212553
508	127	185	1351144333
509	328	185	1351153678
510	33	186	1353203346
511	112	186	1353204054
512	329	187	1345188860
513	235	187	1345203314
514	330	187	1345190476
515	213	187	1345190862
516	331	188	1353636016
517	119	189	1343148432
518	332	189	1343146636
519	333	190	1350236452
520	334	191	1351948970
521	181	191	1352182940
522	335	192	1353572150
523	336	192	1353583190
524	180	193	1351504767
525	337	193	1351506548
526	338	194	1339109270
527	88	194	1339112103
528	339	195	1276210621
529	206	195	1276185229
530	252	195	1276187252
531	340	196	1343644152
532	341	196	1343731505
533	342	197	1306723557
534	343	197	1306769465
535	344	198	1352815199
536	345	198	1352815991
537	346	198	1352825674
538	347	199	1333245652
539	128	199	1333286631
540	106	200	1319018009
541	33	201	1326688173
542	348	201	1326720869
543	130	202	1340692811
544	349	202	1340696097
545	168	203	1342360645
546	18	203	1344499084
547	350	203	1342322381
548	50	204	1352132083
549	27	204	1352192920
550	204	204	1352209698
551	351	204	1352178914
552	40	204	1352271440
553	352	205	1351505589
554	325	205	1351507422
555	353	206	1334628152
556	240	206	1334631521
557	354	207	1295534175
558	183	207	1295597245
559	8	208	1354022162
560	75	208	1354022710
561	207	208	1354146037
562	355	208	1354026247
563	60	208	1354022853
564	309	209	1344923291
565	258	209	1344851715
566	307	209	1344922250
567	236	210	1320539926
568	251	210	1320555311
569	350	211	1352262872
570	16	212	1349959550
571	104	212	1349993044
572	75	212	1349984132
573	351	212	1349966505
574	65	212	1350009283
575	356	213	1348486418
576	357	213	1348488278
577	29	213	1348421117
578	185	214	1329707760
579	358	214	1329709305
580	359	215	1343802768
581	6	216	1353380194
582	152	216	1353382892
583	80	216	1353376838
584	111	216	1353382053
585	242	216	1353381083
586	77	216	1353381428
587	8	216	1353388341
588	12	216	1353372848
589	4	216	1353382721
590	360	216	1353375437
591	361	216	1353373723
592	362	216	1353382137
593	363	217	1342446396
594	364	218	1352823331
595	282	218	1352883058
596	365	219	1344898860
597	366	219	1345619016
598	367	220	1349662651
599	15	221	1351523079
600	76	221	1351562707
601	27	221	1351563138
602	368	221	1351566341
603	369	221	1351566830
604	370	221	1351567579
605	371	222	1325917629
606	372	223	1317194062
607	373	224	1351605844
608	41	224	1351641008
609	24	225	1348715405
610	77	225	1348722774
611	41	225	1348717797
612	76	226	1346379502
613	248	226	1346375790
614	11	226	1346370557
615	68	226	1346362318
616	374	227	1342919128
617	309	227	1342920230
618	375	228	1316282018
619	376	228	1316310179
620	377	229	1330063833
621	133	229	1330080255
622	344	230	1343615925
623	168	230	1343623237
624	175	230	1343634184
625	258	230	1343624185
626	217	230	1343623446
627	152	231	1345209530
628	161	231	1345243158
629	7	231	1345340030
630	66	232	1303736828
631	378	232	1303760228
632	379	233	1332323526
633	380	233	1341988231
634	134	234	1310691776
635	285	235	1351568004
636	59	235	1351641621
637	381	235	1351787944
638	361	235	1351639992
639	382	235	1351513424
640	172	235	1351500071
641	109	235	1351502740
642	383	236	1327821350
643	58	237	1330344161
644	384	237	1330330443
645	385	237	1323719509
646	253	238	1353233256
647	111	238	1353234213
648	386	239	1351649383
649	387	239	1351653293
650	154	240	1334132912
651	4	240	1334156238
652	366	240	1334204389
653	77	241	1352774062
654	75	241	1352816045
655	370	241	1352787308
656	361	241	1352878806
657	281	242	1350002698
658	337	242	1350255738
659	242	243	1318128398
660	131	243	1319338528
661	388	244	1344570468
662	389	244	1344572070
663	390	245	1328691200
664	391	245	1328772239
665	392	246	1318432884
666	371	246	1318420288
667	393	247	1350038352
668	394	247	1350051538
669	395	247	1350045708
670	256	248	1353556442
671	345	248	1353646329
672	82	249	1317886847
673	396	249	1317909749
674	308	250	1351526989
675	112	250	1352091164
676	397	251	1343004214
677	217	251	1343004598
678	305	252	1302191064
679	398	252	1302193830
680	106	253	1350090583
681	213	253	1350095740
682	293	253	1350096343
683	61	253	1350093008
684	399	254	1324983800
685	328	254	1324990229
686	332	254	1324996251
687	227	255	1304922047
688	138	255	1305006288
689	234	255	1309416963
690	400	256	1318934297
691	153	256	1318937177
692	24	257	1337217878
693	401	257	1337226495
694	402	258	1340617911
695	325	258	1340617524
696	16	259	1333689136
697	321	259	1333722887
698	281	260	1345906250
699	403	260	1347805074
700	404	261	1332521017
701	405	261	1332574203
702	155	262	1346087669
703	33	262	1346112707
704	109	262	1346090572
705	144	263	1350518544
706	282	263	1350522360
707	406	264	1314062416
708	243	264	1314081330
709	163	264	1314083766
710	313	265	1320537607
711	134	265	1320568337
712	350	266	1340971996
713	122	267	1352273112
714	308	267	1352272603
715	407	267	1352353178
716	16	268	1333271370
717	338	268	1333286768
718	408	269	1345253826
719	4	269	1345263279
720	68	270	1348885225
721	77	270	1348881883
722	351	270	1348884447
723	295	271	1341649073
724	409	271	1341720640
725	83	272	1335538524
726	193	272	1335703473
727	217	273	1346630160
728	4	273	1346680693
729	104	274	1353949135
730	410	274	1353948763
731	350	274	1353948943
732	411	275	1306148864
733	388	275	1339643777
734	152	276	1349046070
735	412	276	1349072046
736	77	276	1349051315
737	88	276	1349053419
738	60	276	1349053106
739	24	277	1353249834
740	207	277	1353376401
741	124	277	1353317714
742	8	277	1353318982
743	60	277	1353317777
744	413	278	1324314228
745	186	278	1324344928
746	366	279	1318036569
747	123	279	1317974221
748	328	280	1285126955
749	414	280	1285138241
750	104	281	1351044710
751	282	281	1351055962
752	409	281	1351090069
753	140	281	1351055869
754	415	281	1351083788
755	155	281	1351059001
756	416	281	1351048553
757	64	281	1351047091
758	193	281	1351065221
759	28	281	1351046891
760	417	281	1351114429
761	42	281	1351059868
762	258	281	1351085004
763	113	281	1351048451
764	418	281	1351060015
765	3	281	1351047298
766	299	281	1351081316
767	171	281	1351055810
768	355	281	1351055300
769	33	281	1351063251
770	259	281	1351053250
771	147	281	1351052929
772	308	281	1351046067
773	288	281	1351081853
774	65	281	1351059528
775	419	282	1351824562
776	420	282	1351856444
777	421	283	1347959322
778	409	283	1347960220
779	77	283	1347959725
780	31	283	1347959509
781	273	284	1322008138
782	385	284	1321849794
783	391	284	1322176272
784	422	285	1311444753
785	139	285	1311447038
786	211	286	1300337830
787	423	286	1300342098
788	424	287	1348543733
789	425	287	1348552369
790	426	288	1344995939
791	193	288	1344997820
792	427	289	1324173717
793	428	289	1324186421
794	237	290	1347714989
795	77	290	1347716482
796	259	290	1347716687
797	344	291	1352718017
798	256	291	1352779898
799	66	292	1315054145
800	378	292	1315067960
801	225	292	1315056032
802	79	293	1324852944
803	6	293	1324870231
804	409	294	1338859421
805	301	294	1339947929
806	50	295	1321923532
807	256	295	1321930915
808	22	295	1321931819
809	76	296	1348056668
810	27	296	1348061911
811	24	297	1322885887
812	429	297	1322998820
813	430	297	1322909537
814	47	297	1323002025
815	431	297	1322910176
816	432	297	1323020716
817	206	297	1323024275
818	79	298	1339308223
819	118	298	1339324207
820	433	299	1352631661
821	111	299	1352644911
822	355	299	1352639494
823	434	300	1350005416
824	32	300	1350288670
825	178	301	1342672626
826	328	301	1342676110
827	435	302	1355826576
828	121	302	1351989516
829	205	303	1309868706
830	436	303	1309871703
831	437	304	1344305911
832	425	304	1344305055
833	79	305	1327926747
834	394	305	1327929313
835	29	305	1327992712
836	273	306	1327931134
837	281	306	1327933533
838	28	307	1348552005
839	438	307	1348550471
840	16	308	1351417993
841	172	308	1351418763
842	181	308	1351475878
843	19	309	1292778556
844	105	309	1292834030
845	6	310	1333973291
846	16	311	1353136383
847	121	311	1353198124
848	377	312	1328490579
849	439	312	1328572480
850	6	312	1328546122
851	50	313	1341043128
852	440	313	1341049306
853	441	314	1323495404
854	442	314	1311655251
855	306	314	1311645665
856	95	314	1311619328
857	405	314	1311619307
858	430	314	1311655772
859	443	314	1311661964
860	444	314	1311652410
861	445	314	1311647658
862	8	315	1306380178
863	6	315	1322839760
864	446	316	1344444230
865	447	317	1343454863
866	357	317	1343473987
867	18	317	1343576565
868	180	318	1353972190
869	207	318	1354058654
870	122	319	1339490328
871	16	320	1352619592
872	448	320	1352877681
873	56	321	1300246634
874	51	321	1300247208
875	180	322	1350381085
876	29	322	1350377925
877	32	322	1350380468
878	15	322	1350434169
879	61	322	1350433383
880	258	323	1351347785
881	122	324	1344504984
882	403	325	1321343351
883	449	325	1321377153
884	450	326	1352730475
885	113	327	1353247625
886	8	327	1353248900
887	309	328	1348754726
888	182	328	1349499047
889	18	328	1349495011
890	79	329	1346819596
891	193	329	1346827207
892	41	329	1346820155
893	44	330	1342888951
894	451	330	1342890850
895	119	330	1342892063
896	126	330	1342890414
897	158	330	1342889892
898	372	330	1342893249
899	452	330	1342893980
900	120	330	1342890635
901	453	331	1338271068
902	32	332	1350516581
903	454	332	1356009600
904	455	333	1320382472
905	133	333	1320390012
906	456	334	1342700641
907	6	334	1342708311
908	193	334	1342706576
909	122	334	1342709346
910	213	334	1342701446
911	33	334	1342705308
912	139	335	1334722812
913	200	335	1334751433
914	451	336	1336206612
915	184	336	1337800330
916	457	336	1337790986
917	458	336	1336207107
918	459	337	1351534621
919	460	337	1351561407
920	3	337	1351584256
921	122	337	1351566017
922	12	337	1351585037
923	32	337	1351612085
924	259	337	1351560613
925	61	337	1351562738
926	185	338	1335516238
927	430	338	1335519169
928	461	338	1335525122
929	462	339	1311351215
930	443	339	1311365274
931	64	340	1338252559
932	276	340	1338222358
933	408	341	1349128985
934	13	341	1349250876
935	61	341	1349253347
936	28	342	1350918879
937	41	342	1350870722
938	194	342	1350916413
939	463	343	1351944903
940	167	343	1351952444
941	353	344	1343889242
942	464	344	1343955954
943	309	345	1343443934
944	465	345	1343491509
945	6	346	1342918822
946	466	346	1342890951
947	17	347	1344143989
948	213	347	1344146777
949	321	348	1351171434
950	410	348	1354280666
951	467	348	1349078182
952	32	348	1349072165
953	468	348	1355369999
954	40	348	1348046535
955	469	348	1355370844
956	244	348	1348976329
957	173	349	1299231138
958	225	349	1299230918
959	470	349	1299231338
960	107	350	1343836846
961	466	350	1343844675
962	413	351	1318603494
963	471	351	1318616389
964	472	352	1315718214
965	36	352	1315818567
966	187	352	1315815058
967	76	353	1350957781
968	412	353	1349887873
969	32	353	1349936232
970	172	353	1350957387
971	18	353	1349892087
972	180	354	1353928792
973	410	354	1353927831
974	351	355	1334824168
975	305	355	1334826195
976	473	356	1314632918
977	469	356	1354997020
978	69	356	1345338660
979	44	357	1352372432
980	282	357	1352380525
981	180	357	1352372934
982	111	357	1352943151
983	68	357	1352391041
984	416	357	1352376435
985	299	357	1352389358
986	213	357	1352648726
987	32	357	1352645736
988	271	357	1352401803
989	88	357	1352647186
990	305	357	1352375345
991	65	358	1349054696
992	68	358	1349066646
993	32	358	1349056121
994	304	359	1347423626
995	474	359	1347363868
996	395	360	1338775962
997	230	360	1338786655
998	116	360	1338795121
999	35	361	1285264435
1000	475	361	1285292156
1001	476	362	1353735443
1002	32	362	1353736668
1003	127	363	1332995287
1004	477	363	1333000083
1005	478	364	1347604862
1006	325	364	1347606194
1007	479	365	1301541730
1008	480	365	1301546842
1009	106	366	1351295180
1010	58	366	1351351934
1011	111	366	1351302209
1012	213	366	1351301265
1013	33	366	1351302071
1014	361	366	1351302136
1015	265	367	1336220897
1016	309	367	1336222848
1017	481	368	1337931008
1018	309	368	1338029433
1019	482	369	1344841852
1020	33	369	1344868521
1021	425	369	1344847352
1022	466	370	1290260745
1023	483	371	1344280324
1024	484	371	1344332203
1025	79	372	1348091849
1026	28	372	1348110499
1027	285	373	1342916964
1028	58	373	1342918429
1029	68	374	1347635834
1030	250	374	1347642360
1031	264	375	1340565699
1032	301	375	1340553824
1033	482	375	1340521209
1034	127	376	1317696579
1035	485	376	1317832575
1036	486	377	1287731460
1037	487	377	1287746471
1038	183	377	1287748800
1039	488	377	1287746208
1040	77	378	1351508518
1041	453	378	1351510985
1042	355	378	1351554653
1043	325	378	1351572237
1044	489	378	1351509899
1045	248	379	1353560298
1046	111	379	1353580673
1047	460	379	1353573238
1048	14	379	1353555857
1049	126	379	1353559337
1050	60	379	1353559135
1051	101	380	1325917276
1052	385	380	1325937240
1053	490	381	1353843514
1054	336	381	1353843840
1055	491	382	1332754311
1056	58	382	1332763499
1057	492	383	1342950085
1058	325	383	1343547094
1059	493	384	1349230070
1060	181	384	1349270541
1061	155	385	1334475684
1062	494	385	1334473635
1063	70	386	1321758235
1064	495	386	1321809071
1065	403	387	1290047977
1066	183	387	1290056333
1067	488	387	1290055997
1068	496	388	1340331053
1069	497	389	1316656835
1070	19	389	1345446841
1071	109	389	1345380676
1072	28	390	1346857393
1073	79	391	1334070034
1074	309	391	1334070398
1075	397	392	1341363875
1076	266	392	1341369841
1077	139	393	1313455022
1078	291	393	1313473981
1079	498	394	1323319774
1080	499	394	1323341968
1081	215	395	1349408371
1082	15	395	1349485694
1083	500	396	1346512139
1084	394	396	1346552106
1085	501	397	1342537039
1086	258	397	1342537934
1087	295	398	1346428303
1088	233	398	1346462911
1089	394	399	1341737262
1090	89	399	1341981041
1091	502	399	1341765238
1092	325	399	1341831747
1093	503	399	1341745407
1094	69	399	1341738907
1095	94	400	1353132953
1096	152	400	1353162323
1097	422	400	1353156047
1098	121	400	1353137030
1099	2	401	1298088902
1100	504	401	1298178815
1101	124	402	1344978903
1102	36	402	1345027707
1103	61	402	1349274770
1104	69	402	1344997700
1105	63	403	1346319836
1106	505	404	1289837000
1107	291	404	1289839715
1108	139	405	1322712637
1109	155	405	1322721605
1110	207	406	1353975447
1111	345	406	1353976772
1112	247	406	1353974402
1113	355	406	1353972341
1114	205	407	1321590104
1115	506	407	1349878304
1116	507	407	1350028488
1117	256	407	1349860732
1118	508	407	1350452606
1119	509	407	1349877470
1120	510	408	1353493706
1121	258	409	1348412474
1122	438	409	1348281928
1123	511	410	1336015822
1124	276	410	1336033222
1125	512	411	1353396615
1126	513	411	1353453021
1127	494	412	1328638312
1128	340	412	1328680793
1129	514	413	1324613091
1130	515	413	1324627482
1131	36	413	1324624890
1132	376	413	1325662754
1133	516	414	1345852819
1134	31	414	1345860608
1135	122	415	1347721653
1136	33	415	1347724662
1137	483	416	1342972703
1138	517	416	1343054743
1139	14	417	1348290347
1140	518	418	1351443268
1141	519	418	1351529586
1142	133	419	1323152053
1143	436	419	1323159402
1144	103	420	1352834341
1145	125	420	1352881410
1146	392	420	1352879957
1147	431	420	1352882852
1148	119	420	1352903404
1149	76	421	1347615809
1150	77	421	1347617010
1151	458	421	1347615919
1152	27	422	1347721310
1153	520	423	1347565130
1154	94	423	1347590740
1155	211	424	1353454868
1156	58	424	1353501381
1157	207	424	1353500687
1158	521	425	1340853448
1159	522	425	1340744000
1160	42	426	1349362701
1161	68	426	1349415309
1162	44	426	1349509317
1163	270	426	1349401657
1164	247	426	1349392386
1165	79	427	1350084194
1166	180	427	1350086195
1167	227	428	1339757830
1168	523	428	1339768178
1169	321	429	1328688206
1170	524	429	1328722930
1171	525	430	1349333068
1172	351	430	1349425549
1173	117	431	1328612694
1174	526	431	1328621800
1175	329	432	1352326020
1176	255	432	1352331271
1177	527	433	1347613805
1178	285	433	1347614504
1179	447	433	1347676361
1180	259	434	1349307915
1181	61	434	1349313571
1182	528	435	1352952773
1183	405	436	1300120463
1184	192	436	1300114320
1185	51	436	1300166871
1186	529	437	1295314952
1187	530	437	1347474899
1188	357	438	1321112273
1189	222	438	1323223808
1190	531	439	1353229566
1191	207	439	1353291081
1192	124	439	1353268914
1193	12	439	1353245185
1194	247	439	1353242625
1195	532	440	1349097094
1196	467	440	1349030140
1197	449	441	1322203025
1198	20	441	1322214908
1199	533	442	1347282277
1200	28	442	1347354063
1201	144	443	1333339478
1202	406	444	1323074244
1203	341	444	1323254215
1204	139	445	1334270167
1205	17	445	1334290783
1206	39	446	1344965654
1207	534	446	1344959143
1208	535	447	1349658743
1209	183	447	1349754792
1210	536	447	1349740257
1211	436	447	1349754724
1212	119	447	1349752862
1213	259	447	1349740038
1214	141	448	1341564030
1215	154	448	1341564670
1216	139	449	1346330546
1217	68	449	1346335962
1218	213	449	1346340493
1219	537	449	1346337177
1220	334	450	1335858622
1221	256	450	1335880181
1222	79	451	1334622345
1223	43	451	1334700353
1224	244	452	1350316157
1225	366	452	1350356389
1226	41	452	1350359806
1227	73	453	1288012425
1228	538	453	1288063050
1229	183	453	1288068965
1230	185	453	1288016973
1231	36	454	1336208719
1232	539	455	1330839154
1233	44	455	1330796833
1234	540	455	1330822295
1235	180	456	1349913113
1236	282	456	1349915414
1237	308	457	1346731511
1238	119	457	1346758949
1239	541	458	1329660010
1240	542	458	1330913205
1241	127	459	1320073770
1242	543	459	1320243089
1243	186	459	1320134188
1244	16	460	1311691581
1245	116	460	1311698817
1246	6	461	1333806654
