EventId	UserId	ItemId	Timestamp
111	91	32	1346564925
112	12	33	1340182133
113	92	33	1341757291
114	93	33	1341325657
115	39	34	1353846862
116	94	34	1353822226
117	95	35	1346253900
118	96	35	1346294803
119	97	36	1352331993
120	98	36	1352532120
121	99	37	1353857050
122	100	37	1353915259
123	101	37	1353857178
124	102	37	1353863074
125	103	37	1353864647
126	104	37	1353856005
127	66	38	1329011388
128	13	38	1328941600
129	84	38	1330265425
130	105	38	1329031217
131	106	38	1328976217
132	107	39	1350433386
133	58	39	1350396602
134	108	40	1353110832
135	1	40	1353064213
136	109	40	1353047677
137	110	41	1314355287
138	111	41	1314326880
139	98	41	1352560330
140	112	41	1314316873
141	1	42	1350723002
142	98	42	1350718002
143	113	42	1350725252
144	114	43	1303069616
145	115	43	1303107561
146	116	44	1353295805
147	117	44	1353453866
148	118	45	1311516466
149	119	45	1311512129
150	97	46	1335047883
151	13	47	1337926192
152	120	47	1338079579
153	121	48	1336156758
154	122	48	1336599411
155	123	49	1299836016
156	124	49	1299832602
157	125	50	1345434734
158	126	50	1345462312
159	91	51	1342831336
160	65	51	1351984668
161	113	51	1351644872
162	127	52	1345306903
163	128	52	1345338641
164	46	53	1349106106
165	1	53	1349032094
166	104	53	1348979705
167	129	54	1344301773
168	130	54	1344301906
169	73	55	1344350790
170	131	55	1344351364
171	132	56	1336471421
172	133	56	1337572969
173	134	57	1333369652
174	135	57	1333599541
175	136	58	1336884336
176	137	59	1353131937
177	138	59	1353415061
178	139	60	1316063868
179	140	60	1315522150
180	31	61	1345261189
181	72	61	1345255260
182	51	62	1346596823
183	89	62	1346470759
184	13	63	1340977577
185	141	63	1341027075
186	142	64	1325932270
187	115	64	1325843826
188	143	65	1335435627
189	144	65	1335429561
190	1	66	1346342007
191	145	66	1346285739
192	146	66	1346286098
193	147	67	1346871759
194	96	67	1346848926
195	68	68	1344921756
196	148	68	1344901824
197	76	68	1344901923
198	149	69	1346778515
199	11	69	1346777932
200	49	70	1353036963
201	59	70	1352560213
202	150	71	1344680892
203	13	71	1344763269
204	144	71	1344685365
205	151	71	1344681069
206	148	71	1344784866
207	112	71	1344734950
208	152	71	1344673689
209	153	72	1336117814
210	46	72	1336144616
211	154	73	1353251461
212	155	73	1353241820
213	78	74	1331217343
214	156	74	1331178742
215	49	75	1352551058
216	157	75	1349104023
217	91	76	1353485023
218	38	76	1353457126
219	158	76	1353422879
220	7	77	1345369771
221	66	77	1345341239
222	13	77	1345376255
223	19	78	1346920744
224	80	79	1350437695
225	159	79	1350428525
226	91	79	1350436092
227	81	79	1350396237
228	19	79	1350397479
229	160	79	1350433344
230	161	79	1350603933
231	105	80	1353803146
232	64	80	1353824976
233	98	80	1353741458
234	162	80	1353832090
235	75	80	1353759145
236	163	80	1353734817
237	164	80	1353887378
238	11	80	1353738714
239	151	81	1344335980
240	19	81	1344341606
241	165	82	1334915262
242	121	82	1334915667
243	166	83	1343133565
244	13	83	1343033097
245	167	83	1343024562
246	68	84	1328509570
247	168	84	1328532865
248	169	85	1334737721
249	170	85	1334730792
250	13	86	1343473837
251	171	86	1343472038
252	172	87	1327578469
253	173	87	1327180039
254	174	88	1353118737
255	175	88	1353126894
256	100	89	1354149828
257	176	89	1354080209
258	177	89	1354096452
259	178	89	1354019956
260	44	90	1351987488
261	179	90	1351958364
262	180	91	1311675430
263	37	91	1311688695
264	83	92	1333177921
265	181	92	1333154618
266	182	93	1349605508
267	22	93	1349607090
268	104	93	1349539891
269	183	94	1353593303
270	184	94	1352286516
271	185	94	1352329144
272	102	94	1352332234
273	186	94	1352291793
274	187	94	1352267762
275	188	94	1352267557
276	189	94	1352351073
277	66	95	1325572721
278	144	95	1325599867
279	190	95	1325767689
280	191	95	1325708167
281	192	95	1325729253
282	193	95	1325561024
283	105	96	1347065134
284	194	96	1346339509
285	195	97	1303743110
286	196	97	1329271548
287	13	97	1346039460
288	84	97	1336387841
289	197	97	1339807135
290	198	97	1352708888
291	199	97	1339773285
292	200	98	1342933200
293	131	98	1342932627
294	201	98	1342933031
295	100	99	1352907901
296	202	99	1352911125
297	203	100	1348565787
298	76	100	1348566901
299	202	101	1353742521
300	1	101	1353742789
301	204	101	1353809505
302	205	101	1353742874
303	7	102	1346045348
304	46	102	1345988389
305	13	102	1346038260
306	149	102	1346004079
307	206	102	1345996465
308	207	102	1345993850
309	75	102	1345982010
310	147	102	1346061203
311	130	102	1345985054
312	208	103	1335840562
313	105	103	1335843227
314	17	104	1326527595
315	206	104	1326525791
316	209	104	1326524293
317	210	105	1349066685
318	179	105	1351822637
319	211	106	1353680825
320	73	106	1354380631
321	54	106	1355589824
322	212	107	1351483065
323	139	107	1351605014
324	213	108	1310958307
325	214	109	1351156844
326	22	109	1350912056
327	215	110	1303799741
328	37	110	1303829413
329	139	111	1328775268
330	216	111	1328787276
331	7	112	1348236487
332	8	112	1348278996
333	82	112	1351138808
334	161	112	1348292276
335	78	113	1333211543
336	18	113	1333201868
337	217	114	1353546892
338	70	115	1339145259
339	218	115	1339148317
340	170	115	1339113164
341	93	115	1339131014
342	219	116	1352817126
343	220	116	1352970544
344	91	117	1342323869
345	112	117	1342361313
346	36	117	1342797306
347	60	118	1324375525
348	135	118	1324443094
349	8	119	1352167231
350	60	119	1352658573
351	73	119	1352184037
352	175	119	1352178914
353	121	120	1354173596
354	39	120	1353888574
355	83	121	1345328909
356	150	121	1345333596
357	221	122	1292672658
358	180	122	1292686464
359	222	122	1292720119
360	48	123	1354053420
361	223	123	1354022372
362	224	124	1344851746
363	225	124	1344848962
364	226	125	1352292084
365	8	126	1349965091
366	125	126	1349991294
367	175	126	1349966505
368	189	126	1349960543
369	184	127	1353504379
370	121	127	1353315412
371	70	128	1348493594
372	227	128	1348421874
373	2	128	1349003562
374	228	129	1349402275
375	229	129	1349087108
376	42	130	1339081227
377	22	130	1339038651
378	230	130	1339043780
379	231	130	1339047160
380	232	131	1353374622
381	184	131	1353375271
382	49	131	1353387175
383	52	131	1353396383
384	39	131	1353374365
385	22	131	1353374536
386	95	131	1353380243
387	104	131	1353375951
388	163	131	1353406474
389	233	131	1353380443
390	59	131	1353387151
391	234	132	1312076378
392	235	132	1312089728
393	42	133	1335980651
394	151	134	1353987361
395	52	134	1353987641
396	110	135	1311643984
397	236	135	1311640188
398	237	135	1311581142
399	206	136	1346348367
400	1	136	1346381759
401	91	136	1346374197
402	19	136	1346350939
403	22	136	1346350506
404	238	136	1346373672
405	128	136	1346371750
406	239	137	1345217642
407	207	137	1345216742
408	211	138	1293455643
409	240	138	1294887547
410	241	138	1297823286
411	149	139	1351538793
412	120	139	1351512415
413	226	139	1351601368
414	185	140	1352328442
415	40	140	1352323285
416	242	141	1353238042
417	243	141	1351988363
418	40	141	1353238149
419	100	142	1352782028
420	212	142	1352789917
421	244	142	1352879036
422	6	142	1352848659
423	245	143	1350090210
424	81	143	1350193440
425	125	143	1350078800
426	62	144	1348270670
427	82	144	1348308172
428	246	144	1348237645
429	95	144	1348236305
430	247	145	1332375758
431	248	145	1335061640
432	24	146	1350040976
433	249	146	1350038986
434	46	146	1350039991
435	64	146	1350043958
436	250	146	1350124623
437	19	146	1350039576
438	251	146	1350060303
439	58	146	1350039503
440	36	146	1350039184
441	252	146	1350043882
442	134	147	1353396645
443	39	147	1353400070
444	253	148	1350090294
445	161	148	1350094079
446	144	149	1342239176
447	91	149	1342249245
448	86	149	1350442559
449	254	150	1340619490
450	19	150	1340612729
451	78	151	1337398196
452	255	151	1337478628
453	46	152	1336895576
454	109	152	1336895908
455	19	153	1346083337
456	256	154	1337642843
457	257	154	1337644040
458	136	155	1318988264
459	258	155	1319029801
460	84	155	1319983638
461	102	155	1319464503
462	259	155	1326726196
463	260	155	1319157074
464	207	156	1349631510
465	95	156	1346680853
466	8	157	1348893507
467	175	157	1348884447
468	70	158	1349440603
469	261	158	1349608945
470	166	159	1336496567
471	168	159	1335718691
472	139	160	1315839938
473	211	160	1311082780
474	262	160	1310949382
475	19	161	1353949022
476	254	162	1339561414
477	263	162	1346761292
478	107	163	1349050939
479	80	163	1349051072
480	150	163	1349057984
481	9	163	1349067758
482	125	163	1349133227
483	104	163	1349120570
484	95	164	1353338765
485	113	164	1353293660
486	57	164	1353340949
487	80	165	1347778745
488	9	165	1347774728
489	53	166	1353386431
490	95	166	1353507691
491	59	166	1352978520
492	258	167	1318033369
493	112	167	1318034906
494	66	168	1341547477
495	264	168	1341548333
496	265	169	1351046577
497	245	169	1351066707
498	266	169	1351047161
499	125	169	1351061225
500	161	169	1351051833
501	188	169	1351081853
502	189	169	1351054231
503	157	169	1351172745
504	125	170	1347970356
505	267	170	1347960362
506	179	171	1353364078
507	161	171	1353374736
508	19	172	1343852047
509	97	173	1349404686
510	268	173	1349412813
511	101	174	1352688744
512	87	174	1352302322
513	269	175	1353855425
514	80	176	1347786462
515	95	176	1347716646
516	99	177	1353857512
517	184	177	1353808461
518	130	177	1353724918
519	270	177	1353778276
520	229	178	1352113579
521	222	178	1351993390
522	146	178	1351989096
523	271	179	1344314985
524	50	179	1344307691
525	170	179	1344314303
526	272	179	1344304690
527	179	180	1351913271
528	120	180	1349882248
529	242	181	1347716810
530	273	181	1347708547
531	44	182	1353196780
532	189	182	1353196695
533	274	183	1311747596
534	275	183	1311664061
535	46	184	1344426572
536	146	184	1344520823
537	7	185	1343475026
538	12	185	1343470904
539	46	185	1343489487
540	50	185	1344504170
541	105	185	1343509106
542	33	185	1343524384
543	109	185	1343491484
544	130	185	1343474337
545	276	185	1343522682
546	36	185	1343497113
547	19	186	1341346227
548	255	187	1339494590
549	231	187	1339505919
550	31	188	1346202268
551	239	188	1346250743
552	95	189	1350391181
553	277	189	1350380779
554	158	189	1350431928
555	83	190	1333603666
556	128	190	1333446457
557	278	191	1352730475
558	19	192	1342890454
559	131	192	1342894321
560	109	192	1342888347
561	258	193	1347154399
562	81	193	1347157026
563	53	193	1347183031
564	147	193	1347182648
565	36	193	1347156631
566	279	194	1352340135
567	280	194	1352339496
568	132	195	1337185554
569	281	195	1337169737
570	282	196	1338239621
571	222	196	1338255125
572	56	196	1338230016
573	283	197	1349280287
574	46	197	1349147941
575	202	197	1349191277
576	284	197	1349237859
577	285	198	1327910444
578	84	198	1327930770
579	286	198	1327936142
580	18	199	1343351466
581	287	199	1343199630
582	64	200	1350137053
583	288	200	1350141627
584	289	201	1353513245
585	39	201	1353514161
586	59	201	1353513110
587	91	202	1351056490
588	290	202	1355367760
589	291	202	1356005790
590	73	203	1343837773
591	292	204	1339720232
592	170	204	1339725514
593	293	205	1351946596
594	294	205	1349931409
595	202	205	1349886505
596	10	205	1350261146
597	7	206	1345340836
598	225	206	1345363378
599	295	206	1354990718
600	215	207	1321517242
601	235	207	1321519372
602	100	208	1352576638
603	98	208	1352390939
604	296	208	1352379766
605	58	208	1352373215
606	201	208	1352377007
607	119	209	1311522965
608	297	210	1346260991
609	184	210	1353844381
610	202	211	1344864208
611	212	211	1344844852
612	246	211	1350197937
613	227	212	1348158541
614	298	212	1348092758
615	155	212	1348158259
616	299	213	1290480018
617	300	213	1287734202
618	70	214	1351603294
619	1	214	1351558370
620	98	214	1351509130
621	82	214	1351511114
622	120	214	1351509287
623	226	214	1351562399
624	113	214	1351517624
625	301	215	1350829937
626	73	215	1350819764
627	302	215	1350811089
628	288	215	1350916656
629	66	216	1328165212
630	303	216	1335582238
631	97	216	1335161389
632	39	216	1353652812
633	291	216	1356005167
634	164	216	1354793086
635	137	217	1350622884
636	6	217	1350624314
637	137	218	1353577312
638	39	218	1353560680
639	44	219	1353457673
640	39	219	1353456707
641	196	220	1327717640
642	304	220	1327734030
643	89	221	1346382161
644	100	222	1353516721
645	305	222	1353598632
646	215	223	1291044785
647	306	223	1291090399
648	196	224	1312995447
649	307	224	1314259918
650	107	225	1342947729
651	308	225	1343106210
652	208	226	1315497016
653	309	226	1315472610
654	150	227	1345370650
655	206	227	1345357675
656	1	227	1347365490
657	131	227	1345422237
658	63	228	1346855456
659	82	228	1346860639
660	207	228	1346848039
661	104	228	1346850219
662	85	229	1334073527
663	206	229	1334071225
664	310	229	1334070084
665	158	229	1334070746
666	261	230	1344988209
667	75	230	1344987167
668	98	231	1350874035
669	185	232	1352109842
670	226	232	1352109097
671	263	232	1352452928
672	311	233	1341372690
673	89	233	1341369309
674	312	234	1313457142
675	102	234	1313421007
676	158	234	1313424994
677	181	234	1313463962
678	136	235	1341845005
679	313	235	1341740556
680	212	235	1341739847
681	19	235	1341741446
682	22	235	1341749825
683	314	235	1343022421
684	34	235	1341780545
685	232	236	1334884520
686	121	236	1334753964
687	274	237	1310269583
688	315	237	1298265926
689	124	237	1310546334
690	179	238	1352042232
691	184	238	1352034229
692	202	238	1352039316
693	316	239	1342923791
694	61	239	1342929087
695	91	240	1343717954
696	30	240	1343659150
697	317	241	1350239284
698	219	241	1349861442
699	232	242	1345858556
700	12	242	1345866836
701	52	243	1355062718
702	305	243	1354777795
703	318	243	1355709392
704	295	243	1355242078
705	270	243	1356183198
706	176	244	1349448505
707	225	244	1350288947
708	36	244	1349277469
709	319	245	1330571553
710	249	246	1347661370
711	320	246	1347615919
712	134	247	1310728089
713	75	247	1338291853
714	321	248	1327579815
715	197	248	1336277515
716	322	249	1332469881
717	139	249	1332477683
718	97	250	1349611843
719	80	250	1349658581
720	323	250	1349615983
721	318	250	1351761735
722	229	250	1349656047
723	146	250	1349744027
724	11	250	1349702570
725	324	251	1349360393
726	317	251	1349356871
727	325	251	1349334079
728	175	251	1349425549
729	326	251	1349320253
730	46	252	1336462909
731	327	252	1336456310
732	121	252	1336474221
733	237	252	1336479337
734	7	253	1344313002
735	202	253	1344264160
736	60	253	1344264149
737	272	253	1344264749
738	273	254	1353249801
739	289	254	1353250536
740	98	254	1353249324
741	52	254	1353249501
742	162	254	1353245609
743	69	254	1353252825
744	95	254	1353242667
745	121	255	1345863669
746	104	255	1345857592
747	328	256	1348118716
748	272	256	1347292231
749	329	257	1354801283
750	20	258	1348207133
751	155	258	1348295186
752	326	258	1348534071
753	129	259	1344958789
754	201	259	1344959443
755	81	260	1350281464
756	225	260	1350281123
757	136	261	1319131904
758	181	261	1319298105
759	153	262	1349755334
760	330	262	1349665644
761	1	262	1349698332
762	186	262	1349740027
763	91	263	1342619247
764	82	264	1346334946
765	95	264	1346332840
766	146	264	1346336819
767	331	265	1291225986
768	202	266	1350320353
769	58	266	1350358917
770	143	267	1344004611
771	50	267	1344148630
772	158	268	1319247901
773	37	268	1319251497
774	46	269	1330796134
775	170	269	1330906065
776	332	270	1333854853
777	128	270	1333842802
778	249	271	1327850822
779	89	271	1317579974
780	74	272	1345240000
781	186	272	1345243917
782	146	272	1345244320
783	43	273	1340966397
784	201	273	1340965755
785	84	274	1334997045
786	255	274	1335006495
787	35	274	1334999119
788	19	275	1346867482
789	333	276	1353631062
790	120	276	1353637008
791	334	277	1354023412
792	10	277	1354084318
793	25	278	1324738375
794	158	278	1327166464
795	46	279	1330798464
796	305	279	1353855445
797	8	280	1349608254
798	202	280	1349495727
799	86	280	1349361243
800	98	280	1352532216
801	211	280	1349585478
802	335	280	1349483198
803	225	280	1349493936
804	117	280	1353964020
805	158	280	1349586315
806	336	280	1349875923
807	32	281	1351756298
808	43	281	1351725537
809	226	281	1351704030
810	75	281	1351727169
811	23	281	1351730314
812	337	281	1351776741
813	113	281	1351955138
814	189	281	1351766761
815	58	281	1351728564
816	338	282	1351564198
817	58	282	1351558019
818	144	283	1347583691
819	105	283	1347574613
820	222	283	1347586207
821	56	283	1347553183
822	244	283	1347591429
823	1	284	1353847784
824	339	284	1353829808
825	46	285	1344166292
826	266	285	1344163019
827	170	285	1344214446
828	76	285	1344170387
829	180	286	1311902556
830	235	286	1311919927
831	66	287	1345121062
832	153	288	1342969768
833	256	288	1342972128
834	340	288	1337914856
835	131	288	1342951718
836	242	289	1352040683
837	154	289	1352092162
838	195	289	1352031003
839	218	290	1347891661
840	206	290	1347893768
841	229	291	1348212101
842	341	291	1346227220
843	342	292	1353641112
844	253	292	1353646718
845	6	292	1353643178
846	149	293	1346865373
847	9	293	1350841440
848	311	293	1346858334
849	175	293	1350736751
850	282	294	1337382195
851	231	294	1337347173
852	32	295	1343316423
853	311	295	1343311420
854	216	295	1343316767
855	119	296	1311523821
856	275	296	1311553499
857	245	297	1351428415
858	50	297	1351428970
859	1	297	1351421431
860	25	297	1351430489
861	175	297	1351423231
862	269	297	1351423135
863	58	297	1351424626
864	46	298	1353762140
865	49	298	1353794931
866	343	298	1353832696
867	344	299	1339137164
868	177	299	1339077563
869	128	299	1339238618
870	277	300	1349664908
871	146	300	1349877028
872	345	300	1349712559
873	99	301	1352418120
874	206	301	1352265097
875	346	301	1352452332
876	104	301	1352297363
877	196	302	1349567745
878	19	302	1349555996
879	97	303	1352519465
880	159	303	1352528224
881	137	303	1352534440
882	155	303	1352532102
883	165	304	1336723049
884	254	304	1336722711
885	13	305	1350110351
886	326	305	1350109970
887	157	305	1350132941
888	211	306	1306840318
889	347	306	1306816556
890	107	307	1343263105
891	105	307	1343269923
892	311	307	1343269783
893	74	307	1343265953
894	109	307	1343261566
895	348	308	1316317578
896	144	308	1316348651
897	349	308	1316323023
898	69	308	1316344003
899	90	308	1318054961
900	155	309	1350396733
901	113	309	1350701929
902	179	310	1351535186
903	53	310	1351527921
904	97	311	1345589294
905	91	311	1345639996
906	350	311	1351597294
907	109	311	1346127481
908	96	311	1346850257
909	351	312	1349954856
910	352	313	1334385941
911	149	313	1334321731
912	353	313	1334382802
913	8	314	1352128137
914	226	314	1351870505
915	175	314	1352068698
916	289	315	1353849269
917	39	315	1353868607
918	354	316	1353981421
919	355	316	1354012246
920	232	317	1345723144
921	13	317	1345709324
922	32	317	1345704593
923	148	317	1345701100
924	22	317	1345713984
925	41	318	1339217817
926	281	318	1339370792
927	303	318	1339197992
928	43	319	1343192515
929	112	319	1343117620
930	356	319	1343128432
931	357	319	1343263260
932	109	319	1343311006
933	215	320	1353939837
934	358	320	1353940233
935	216	320	1353941453
936	359	321	1330185004
937	360	321	1330176315
938	42	321	1330179337
939	361	322	1303229123
940	193	322	1303222956
941	283	323	1347641356
942	362	323	1347767349
943	330	324	1349574370
944	104	324	1349609466
945	363	325	1304934959
946	364	325	1304658205
947	136	326	1333516512
948	216	326	1333472862
949	24	327	1344325401
950	169	327	1344382984
951	200	328	1344251913
952	170	328	1344219722
953	272	328	1344227335
954	36	329	1347155873
955	195	330	1353485925
956	164	330	1353885968
957	269	331	1351221189
958	280	331	1351164940
959	99	332	1344858726
960	335	332	1344833661
961	146	332	1344872187
962	162	333	1353611276
963	205	333	1353817186
964	1	334	1352708193
965	162	334	1352730164
966	88	335	1336620506
967	356	335	1336708318
968	89	335	1336617420
969	93	335	1336623870
970	90	335	1336622876
971	100	336	1352912832
972	328	336	1352912383
973	100	337	1352588289
974	365	337	1352597305
975	43	338	1345361789
976	82	338	1345368572
977	22	338	1345425643
978	356	338	1345368033
979	13	339	1343354869
980	361	339	1343369326
981	170	339	1343354816
982	129	340	1346562799
983	150	340	1346544995
984	366	340	1346565760
985	42	341	1334931815
986	19	342	1343001994
987	8	343	1347547987
988	150	343	1347604792
989	22	344	1341912382
990	123	345	1330506631
991	207	346	1347068644
992	125	346	1347067679
993	186	346	1347069736
994	24	347	1343121917
995	201	347	1343192091
996	367	348	1313408607
997	216	348	1313462872
998	145	349	1343195551
999	112	349	1340984274
1000	335	349	1340882283
1001	60	350	1342893636
1002	131	350	1342885201
1003	152	350	1342937247
1004	52	351	1353388208
1005	125	351	1353361876
1006	80	352	1350171953
1007	131	352	1350142920
1008	20	353	1352039349
1009	222	353	1351995324
1010	244	353	1351991273
1011	368	354	1311440032
1012	275	354	1311991759
1013	333	355	1340228174
1014	91	355	1340230701
1015	157	355	1340245224
1016	12	356	1347791370
1017	316	356	1347782970
1018	10	356	1347788254
1019	76	356	1347775666
1020	124	357	1311122492
1021	369	357	1311118092
1022	202	358	1343569460
1023	36	358	1343600490
1024	325	359	1344053705
1025	239	359	1344087961
1026	268	359	1344059689
1027	253	360	1343659704
1028	46	360	1343734713
1029	13	360	1343700133
1030	32	360	1343658068
1031	50	360	1343661290
1032	91	360	1343688233
1033	350	360	1343712754
1034	370	360	1343659283
1035	239	360	1343740631
1036	371	361	1351309844
1037	3	361	1351273116
1038	125	361	1351283264
1039	59	361	1351305077
1040	239	362	1348408142
1041	219	362	1348392042
1042	155	362	1348392098
1043	91	363	1347021594
1044	194	363	1347078762
1045	80	364	1349657013
1046	46	364	1349493333
1047	3	364	1349488708
1048	372	365	1300184514
1049	241	365	1300173596
1050	12	366	1353066525
1051	184	366	1353068216
1052	52	366	1353127443
1053	204	366	1353059640
1054	295	366	1354610365
1055	202	367	1349801067
1056	3	367	1349824163
1057	11	367	1349824634
1058	114	368	1319339283
1059	373	368	1318871163
1060	295	369	1355020543
1061	39	370	1353853345
1062	36	370	1353807701
1063	367	371	1341028403
1064	264	372	1353245019
1065	215	373	1346250894
1066	32	373	1346339447
1067	294	374	1331997415
1068	144	374	1334888525
1069	50	374	1344918192
1070	242	375	1348362450
1071	20	375	1348380339
1072	374	376	1318923799
1073	375	376	1318584911
1074	376	377	1342226625
1075	310	377	1342186865
1076	19	378	1348411804
1077	245	379	1348012960
1078	316	379	1348191948
1079	10	379	1348066012
1080	55	380	1348350125
1081	78	380	1348398005
1082	377	380	1350504293
1083	200	381	1342950214
1084	152	381	1342958456
1085	44	382	1352021720
1086	184	382	1352022406
1087	102	383	1312890627
1088	378	383	1312889480
1089	129	384	1348233046
1090	150	384	1348188339
1091	50	385	1328270704
1092	114	385	1328273461
1093	168	385	1328203982
1094	100	386	1353517044
1095	117	386	1351658775
1096	280	386	1351430653
1097	244	386	1353913397
1098	152	387	1343269224
1099	379	387	1343310153
1100	132	388	1349883037
1101	137	388	1350694080
1102	81	388	1349501817
1103	56	388	1349541740
1104	104	388	1349489803
1105	100	389	1353982540
1106	226	389	1354063076
1107	188	389	1353985549
1108	206	390	1328719902
1109	67	390	1328787115
1110	60	391	1353854163
1111	101	391	1353942316
1112	42	392	1330794902
1113	158	392	1330793126
1114	380	393	1337909026
1115	323	393	1337938417
1116	280	394	1312939708
1117	89	394	1314120320
1118	148	395	1346079998
1119	36	395	1346079795
1120	215	396	1312632731
1121	381	396	1312722905
1122	382	396	1312635708
1123	349	396	1312635331
1124	135	397	1351124925
1125	58	397	1351103704
1126	62	398	1349164209
1127	231	398	1349154852
1128	179	399	1352270819
1129	53	399	1351837582
1130	153	400	1349384974
1131	186	400	1349395148
1132	383	400	1349373867
1133	341	400	1349398757
1134	36	400	1349367469
1135	198	401	1341129930
1136	214	401	1341281952
1137	234	402	1314688252
1138	275	402	1314751484
1139	384	403	1333172068
1140	385	403	1333198508
1141	8	404	1348411982
1142	46	404	1348406771
1143	31	405	1343658923
1144	66	405	1343646142
1145	202	405	1343637748
1146	72	405	1343642138
1147	239	405	1343654068
1148	152	405	1343638887
1149	177	405	1343640578
1150	269	406	1350487093
1151	189	406	1350486827
1152	238	406	1352192388
1153	345	406	1350486087
1154	386	407	1338448210
1155	170	407	1338516691
1156	387	407	1338441864
1157	114	407	1338438886
1158	91	408	1352597937
1159	316	408	1352607811
1160	196	409	1311849988
1161	388	409	1311850990
1162	216	409	1311855288
1163	381	410	1313028886
1164	144	410	1313042342
1165	389	411	1301052904
1166	390	411	1300986657
1167	391	411	1301014490
1168	392	411	1301109720
1169	333	412	1323232466
1170	90	412	1323248358
1171	131	413	1343311654
1172	393	413	1343314673
1173	208	414	1331392283
1174	394	414	1331393549
1175	227	415	1349487740
1176	28	415	1349865718
1177	19	416	1351140764
1178	170	417	1342880719
1179	131	417	1342879293
1180	333	418	1344764690
1181	273	418	1344776327
1182	239	418	1344773423
1183	125	418	1344768447
1184	341	418	1344790677
1185	22	419	1352164280
1186	170	419	1352168990
1187	344	419	1352345384
1188	188	419	1352163827
1189	165	420	1340461687
1190	43	420	1340442956
1191	395	421	1336813920
1192	192	421	1339216396
1193	396	421	1336883175
1194	202	422	1350275474
1195	58	422	1350280130
1196	397	423	1336765211
1197	340	423	1336743822
1198	85	424	1334801824
1199	398	425	1343395052
1200	399	425	1343417790
1201	152	425	1343396797
1202	82	426	1350191277
1203	400	426	1350181782
1204	31	427	1343970488
1205	139	427	1343971532
1206	299	428	1319246573
1207	260	428	1318777177
1208	206	429	1319023388
1209	401	429	1319067814
1210	402	429	1318919834
1211	150	430	1347285220
1212	316	430	1347261167
1213	43	431	1341020355
1214	75	431	1336106444
1215	42	432	1332420795
1216	91	433	1353559266
1217	98	433	1351613524
1218	125	433	1351636367
1219	225	433	1351603461
1220	131	433	1351631635
1221	58	433	1351597493
1222	50	434	1349906402
1223	58	434	1349918560
1224	245	435	1347603310
1225	237	435	1347603021
1226	64	436	1352876212
1227	60	436	1353947236
1228	175	436	1353762833
1229	14	437	1327829031
1230	360	437	1327841385
1231	403	437	1327834235
1232	404	437	1327831896
1233	19	438	1346868577
1234	8	439	1347779339
1235	10	439	1347773815
1236	129	440	1344654892
1237	75	440	1345335665
1238	109	440	1344666579
1239	328	441	1352558626
1240	263	441	1352646519
1241	196	442	1352902425
1242	242	442	1352476939
1243	49	442	1352556614
1244	289	442	1352479754
1245	20	442	1353166479
1246	38	442	1352502109
