node	cascade	timestamp
40	20	1344867.6430
40	8	1344867.6430
40	61	1344867.6430
40	86	1344867.6430
41	20	1344867.6480
41	8	1344867.6480
41	87	1344867.6480
41	88	1344867.6480
41	89	1344867.6480
41	33	1344867.6480
42	14	1344867.6550
43	20	1344867.6590
44	90	1344867.6670
44	91	1344867.6670
44	92	1344867.6670
44	93	1344867.6670
44	94	1344867.6670
44	95	1344867.6670
45	52	1344867.7020
45	54	1344867.7020
45	96	1344867.7020
45	97	1344867.7020
45	98	1344867.7020
45	99	1344867.7020
46	100	1344867.7150
47	8	1344867.7510
48	101	1344867.7530
49	102	1344867.7950
49	103	1344867.7950
50	104	1344867.8170
50	105	1344867.8170
50	106	1344867.8170
50	107	1344867.8170
50	108	1344867.8170
51	8	1344867.8410
51	109	1344867.8410
52	110	1344867.8530
53	111	1344867.8540
54	8	1344867.8600
54	20	1344867.8600
54	17	1344867.8600
54	18	1344867.8600
54	59	1344867.8600
55	112	1344867.8670
55	113	1344867.8670
55	114	1344867.8670
55	115	1344867.8670
56	10	1344867.8850
56	9	1344867.8850
56	8	1344867.8850
56	16	1344867.8850
56	17	1344867.8850
56	116	1344867.8850
57	117	1344867.9020
58	118	1344867.9050
59	119	1344867.9250
60	18	1344867.9320
60	17	1344867.9320
60	20	1344867.9320
60	8	1344867.9320
60	1	1344867.9320
60	59	1344867.9320
61	120	1344867.9330
62	121	1344867.9370
62	122	1344867.9370
62	123	1344867.9370
62	124	1344867.9370
62	54	1344867.9370
63	125	1344867.9830
64	126	1344867.9930
65	13	1344868.0370
65	10	1344868.0370
65	8	1344868.0370
65	28	1344868.0370
65	49	1344868.0370
65	62	1344868.0370
66	127	1344868.0440
66	8	1344868.0440
66	128	1344868.0440
67	129	1344868.0650
67	130	1344868.0650
67	131	1344868.0650
67	132	1344868.0650
68	14	1344868.0760
69	133	1344868.1130
70	134	1344868.1610
70	28	1344868.1610
70	27	1344868.1610
70	7	1344868.1610
70	8	1344868.1610
70	3	1344868.1610
70	135	1344868.1610
70	15	1344868.1610
70	16	1344868.1610
70	47	1344868.1610
71	136	1344868.1750
46	76	1344868.1980
72	137	1344868.2050
72	138	1344868.2050
72	139	1344868.2050
72	140	1344868.2050
72	141	1344868.2050
73	11	1344868.2060
73	65	1344868.2060
73	64	1344868.2060
74	1	1344868.2180
74	10	1344868.2180
74	20	1344868.2180
75	142	1344868.2180
75	65	1344868.2180
75	11	1344868.2180
75	8	1344868.2180
75	15	1344868.2180
75	143	1344868.2180
76	32	1344868.2440
77	20	1344868.2470
77	16	1344868.2470
77	15	1344868.2470
77	144	1344868.2470
77	8	1344868.2470
77	128	1344868.2470
78	145	1344868.2500
78	146	1344868.2500
78	147	1344868.2500
78	148	1344868.2500
78	149	1344868.2500
78	150	1344868.2500
78	151	1344868.2500
78	152	1344868.2500
79	153	1344868.2520
79	74	1344868.2520
80	106	1344868.2840
80	108	1344868.2840
81	154	1344868.2930
81	155	1344868.2930
82	65	1344868.2990
82	11	1344868.2990
82	8	1344868.2990
82	15	1344868.2990
82	142	1344868.2990
82	143	1344868.2990
82	17	1344868.3320
82	10	1344868.3320
82	9	1344868.3320
82	16	1344868.3320
82	116	1344868.3320
83	100	1344868.3440
84	156	1344868.3730
84	157	1344868.3730
84	52	1344868.3730
85	158	1344868.3830
85	159	1344868.3830
85	160	1344868.3830
86	48	1344868.3890
86	161	1344868.3890
86	3	1344868.3890
86	1	1344868.3890
86	162	1344868.3890
86	163	1344868.3890
87	65	1344868.4010
88	164	1344868.4020
88	165	1344868.4020
88	166	1344868.4020
89	20	1344868.4130
89	62	1344868.4130
89	8	1344868.4130
89	1	1344868.4130
90	167	1344868.4260
90	76	1344868.4260
90	168	1344868.4260
90	72	1344868.4260
90	169	1344868.4260
90	170	1344868.4260
90	171	1344868.4260
91	172	1344868.4380
91	173	1344868.4380
92	42	1344868.4460
92	45	1344868.4460
92	8	1344868.4460
93	174	1344868.4540
94	175	1344868.4640
95	176	1344868.4650
96	177	1344868.4710
97	178	1344868.4720
98	104	1344868.4880
99	179	1344868.5110
16	180	1344868.5370
16	181	1344868.5370
16	1	1344868.5370
100	177	1344868.5740
100	182	1344868.5740
100	183	1344868.5740
101	184	1344868.5890
101	185	1344868.5890
101	20	1344868.5890
101	8	1344868.5890
101	128	1344868.5890
101	48	1344868.5890
101	1	1344868.5890
101	2	1344868.5890
102	186	1344868.5920
102	187	1344868.5920
103	188	1344868.5930
104	189	1344868.6400
104	190	1344868.6400
104	191	1344868.6400
105	192	1344868.6640
106	193	1344868.7080
107	194	1344868.7170
108	195	1344868.7220
108	196	1344868.7220
108	197	1344868.7220
109	198	1344868.7280
110	21	1344868.7290
111	8	1344868.7590
112	59	1344868.7680
112	18	1344868.7680
112	20	1344868.7680
112	8	1344868.7680
112	199	1344868.7680
113	200	1344868.7760
114	201	1344868.7760
115	202	1344868.8030
116	65	1344868.8290
117	50	1344868.8450
118	203	1344868.8710
118	45	1344868.8710
118	44	1344868.8710
118	15	1344868.8710
118	16	1344868.8710
118	11	1344868.8710
118	3	1344868.8710
75	10	1344868.8740
75	204	1344868.8740
119	205	1344868.8800
119	206	1344868.8800
119	207	1344868.8800
119	81	1344868.8800
119	77	1344868.8800
119	82	1344868.8800
120	208	1344868.8990
121	209	1344868.9170
122	185	1344868.9200
122	184	1344868.9200
122	48	1344868.9200
122	69	1344868.9200
122	47	1344868.9200
122	210	1344868.9200
122	20	1344868.9200
122	17	1344868.9200
122	7	1344868.9200
122	8	1344868.9200
122	10	1344868.9200
122	1	1344868.9200
123	45	1344868.9310
123	41	1344868.9310
123	17	1344868.9310
123	13	1344868.9310
123	7	1344868.9310
123	9	1344868.9310
123	59	1344868.9310
123	211	1344868.9310
123	212	1344868.9310
112	28	1344868.9580
112	16	1344868.9580
112	26	1344868.9580
112	128	1344868.9580
112	3	1344868.9580
124	62	1344869.0000
124	8	1344869.0000
124	15	1344869.0000
124	20	1344869.0000
124	3	1344869.0000
124	61	1344869.0000
125	28	1344869.0120
125	7	1344869.0120
125	8	1344869.0120
125	17	1344869.0120
125	20	1344869.0120
125	62	1344869.0120
125	213	1344869.0120
126	1	1344869.0450
126	2	1344869.0450
126	20	1344869.0450
126	214	1344869.0450
127	3	1344869.0490
127	1	1344869.0490
127	161	1344869.0490
127	48	1344869.0490
127	215	1344869.0490
127	162	1344869.0490
127	163	1344869.0490
128	28	1344869.0500
128	44	1344869.0500
128	62	1344869.0500
128	50	1344869.0500
128	17	1344869.0500
128	20	1344869.0500
128	7	1344869.0500
128	8	1344869.0500
128	216	1344869.0500
129	214	1344869.0540
129	20	1344869.0540
129	1	1344869.0540
129	3	1344869.0540
130	217	1344869.0560
131	8	1344869.0700
131	128	1344869.0700
131	20	1344869.0700
131	15	1344869.0700
131	16	1344869.0700
131	218	1344869.0700
132	135	1344869.0750
133	219	1344869.0830
133	220	1344869.0830
133	221	1344869.0830
134	11	1344869.0930
134	8	1344869.0930
134	128	1344869.0930
134	2	1344869.0930
134	20	1344869.0930
134	48	1344869.0930
135	222	1344869.1220
135	159	1344869.1220
136	223	1344869.1240
136	224	1344869.1240
136	225	1344869.1240
136	97	1344869.1240
136	123	1344869.1240
136	122	1344869.1240
136	54	1344869.1240
136	52	1344869.1240
137	226	1344869.1730
138	227	1344869.1830
138	76	1344869.1830
139	117	1344869.2080
139	185	1344869.2080
139	44	1344869.2080
139	28	1344869.2080
139	13	1344869.2080
139	7	1344869.2080
139	8	1344869.2080
139	17	1344869.2080
139	20	1344869.2080
139	50	1344869.2080
139	62	1344869.2080
140	228	1344869.2080
141	229	1344869.2470
142	230	1344869.2620
143	46	1344869.2700
144	231	1344869.2860
145	232	1344869.3130
145	233	1344869.3130
145	234	1344869.3130
146	235	1344869.3200
146	236	1344869.3200
147	50	1344869.3260
148	237	1344869.3440
148	8	1344869.3440
149	238	1344869.3780
149	239	1344869.3780
150	62	1344869.3930
150	161	1344869.3930
150	17	1344869.3930
150	20	1344869.3930
150	8	1344869.3930
150	1	1344869.3930
151	240	1344869.4080
151	241	1344869.4080
151	242	1344869.4080
151	243	1344869.4080
151	244	1344869.4080
152	245	1344869.4220
152	246	1344869.4220
152	247	1344869.4220
152	248	1344869.4220
153	249	1344869.4450
154	70	1344869.4910
80	250	1344869.4980
155	10	1344869.4990
155	28	1344869.4990
155	8	1344869.4990
155	9	1344869.4990
155	17	1344869.4990
155	42	1344869.4990
156	251	1344869.5100
156	252	1344869.5100
156	253	1344869.5100
156	254	1344869.5100
156	255	1344869.5100
156	256	1344869.5100
156	257	1344869.5100
156	258	1344869.5100
156	259	1344869.5100
157	161	1344869.5140
157	3	1344869.5140
157	2	1344869.5140
157	1	1344869.5140
157	11	1344869.5140
157	128	1344869.5140
157	41	1344869.5140
157	40	1344869.5140
157	260	1344869.5140
158	261	1344869.5190
159	20	1344869.5260
159	3	1344869.5260
159	1	1344869.5260
159	214	1344869.5260
160	69	1344869.5500
160	16	1344869.5500
160	10	1344869.5500
160	8	1344869.5500
160	9	1344869.5500
160	62	1344869.5500
160	15	1344869.5500
160	185	1344869.5500
161	262	1344869.5630
162	263	1344869.5660
82	264	1344869.5710
82	265	1344869.5710
82	266	1344869.5710
82	28	1344869.5710
82	37	1344869.5710
163	267	1344869.5880
163	268	1344869.5880
164	50	1344869.5930
164	135	1344869.5930
165	64	1344869.6020
165	11	1344869.6020
165	65	1344869.6020
164	44	1344869.6140
164	8	1344869.6140
164	7	1344869.6140
164	20	1344869.6140
164	17	1344869.6140
164	62	1344869.6140
164	28	1344869.6140
164	269	1344869.6140
100	257	1344869.6580
166	8	1344869.6960
166	20	1344869.6960
166	62	1344869.6960
166	3	1344869.6960
166	86	1344869.6960
166	61	1344869.6960
166	47	1344869.6960
167	185	1344869.7250
167	117	1344869.7250
167	62	1344869.7250
167	28	1344869.7250
167	8	1344869.7250
167	7	1344869.7250
167	13	1344869.7250
167	20	1344869.7250
167	17	1344869.7250
167	50	1344869.7250
167	44	1344869.7250
22	92	1344869.7280
168	270	1344869.7370
168	271	1344869.7370
168	272	1344869.7370
168	273	1344869.7370
168	274	1344869.7370
168	266	1344869.7370
168	11	1344869.7370
168	10	1344869.7370
168	8	1344869.7370
168	49	1344869.7370
169	275	1344869.7470
170	276	1344869.7570
170	277	1344869.7570
170	278	1344869.7570
170	279	1344869.7570
171	128	1344869.8080
171	8	1344869.8080
171	11	1344869.8080
171	2	1344869.8080
171	20	1344869.8080
171	47	1344869.8080
172	162	1344869.8350
172	163	1344869.8350
172	20	1344869.8350
172	1	1344869.8350
172	3	1344869.8350
172	48	1344869.8350
172	161	1344869.8350
172	280	1344869.8350
173	281	1344869.8460
173	86	1344869.8460
173	3	1344869.8460
173	8	1344869.8460
173	20	1344869.8460
173	61	1344869.8460
174	72	1344869.8610
174	169	1344869.8610
174	170	1344869.8610
174	168	1344869.8610
174	167	1344869.8610
174	100	1344869.8610
174	282	1344869.8610
174	283	1344869.8610
175	284	1344869.8770
176	128	1344869.8770
176	161	1344869.8770
176	2	1344869.8770
176	1	1344869.8770
176	210	1344869.8770
176	285	1344869.8770
176	41	1344869.8770
176	40	1344869.8770
177	286	1344869.9130
178	64	1344869.9420
178	65	1344869.9420
178	11	1344869.9420
178	8	1344869.9420
179	287	1344869.9860
180	288	1344869.9900
181	289	1344870.0160
181	290	1344870.0160
182	19	1344870.0230
182	128	1344870.0230
182	9	1344870.0230
182	10	1344870.0230
182	8	1344870.0230
182	3	1344870.0230
182	2	1344870.0230
182	1	1344870.0230
183	291	1344870.0900
183	292	1344870.0900
183	293	1344870.0900
183	294	1344870.0900
183	295	1344870.0900
183	296	1344870.0900
183	10	1344870.0900
183	47	1344870.0900
184	1	1344870.0960
184	15	1344870.0960
184	12	1344870.0960
184	8	1344870.0960
184	33	1344870.0960
184	297	1344870.0960
185	298	1344870.0970
185	299	1344870.0970
185	300	1344870.0970
186	301	1344870.1160
186	302	1344870.1160
156	77	1344870.1180
156	177	1344870.1180
156	303	1344870.1180
187	61	1344870.1350
187	86	1344870.1350
187	3	1344870.1350
187	8	1344870.1350
187	20	1344870.1350
187	62	1344870.1350
188	304	1344870.1570
188	305	1344870.1570
188	55	1344870.1570
188	97	1344870.1570
188	306	1344870.1570
189	76	1344870.1850
190	307	1344870.1930
191	1	1344870.2180
191	10	1344870.2180
191	20	1344870.2180
192	308	1344870.2180
192	309	1344870.2180
193	10	1344870.2470
193	9	1344870.2470
193	8	1344870.2470
193	16	1344870.2470
193	17	1344870.2470
194	76	1344870.2740
194	74	1344870.2740
195	177	1344870.2930
195	77	1344870.2930
195	310	1344870.2930
196	311	1344870.3340
197	76	1344870.3890
198	8	1344870.4020
198	9	1344870.4020
198	312	1344870.4020
199	4	1344870.4030
199	313	1344870.4030
176	20	1344870.4050
176	8	1344870.4050
176	11	1344870.4050
176	47	1344870.4050
200	147	1344870.4210
201	314	1344870.4220
138	315	1344870.4430
182	316	1344870.4490
202	1	1344870.4570
202	10	1344870.4570
202	20	1344870.4570
203	317	1344870.5120
203	318	1344870.5120
204	319	1344870.5600
204	320	1344870.5600
205	321	1344870.5710
206	322	1344870.5780
207	65	1344870.5870
208	243	1344870.6340
209	323	1344870.6470
210	8	1344870.6510
211	20	1344870.6550
211	62	1344870.6550
211	8	1344870.6550
211	1	1344870.6550
212	3	1344870.6860
212	1	1344870.6860
212	20	1344870.6860
212	214	1344870.6860
213	324	1344870.7120
193	20	1344870.7200
193	1	1344870.7200
193	3	1344870.7200
193	214	1344870.7200
214	325	1344870.7290
215	326	1344870.7440
215	327	1344870.7440
215	328	1344870.7440
216	329	1344870.7440
216	330	1344870.7440
217	331	1344870.7960
2	332	1344870.8010
218	333	1344870.8050
219	8	1344870.8440
220	334	1344870.8830
221	44	1344870.9250
221	17	1344870.9250
221	20	1344870.9250
221	8	1344870.9250
221	7	1344870.9250
221	62	1344870.9250
221	28	1344870.9250
221	335	1344870.9250
222	26	1344870.9560
222	336	1344870.9560
223	181	1344870.9560
223	1	1344870.9560
223	128	1344870.9560
224	243	1344870.9620
224	337	1344870.9620
224	41	1344870.9620
224	48	1344870.9620
224	338	1344870.9620
224	339	1344870.9620
225	78	1344870.9710
225	340	1344870.9710
226	341	1344870.9730
227	1	1344870.9820
227	9	1344870.9820
227	128	1344870.9820
227	17	1344870.9820
227	48	1344870.9820
228	342	1344870.9860
228	343	1344870.9860
228	344	1344870.9860
228	345	1344870.9860
229	346	1344871.0360
230	144	1344871.0740
230	347	1344871.0740
230	273	1344871.0740
145	348	1344871.1010
145	349	1344871.1010
231	350	1344871.1070
225	351	1344871.1630
232	99	1344871.1990
232	52	1344871.1990
232	54	1344871.1990
232	171	1344871.1990
232	98	1344871.1990
232	97	1344871.1990
232	352	1344871.1990
232	353	1344871.1990
233	354	1344871.2470
234	355	1344871.2490
234	356	1344871.2490
235	357	1344871.2490
234	358	1344871.2510
211	359	1344871.2520
211	26	1344871.2520
211	11	1344871.2520
211	10	1344871.2520
211	65	1344871.2520
236	299	1344871.2620
236	177	1344871.2620
236	306	1344871.2620
236	193	1344871.2620
236	360	1344871.2620
236	361	1344871.2620
236	362	1344871.2620
237	20	1344871.2720
238	363	1344871.3060
239	39	1344871.3310
240	59	1344871.3310
240	1	1344871.3310
240	8	1344871.3310
240	17	1344871.3310
240	20	1344871.3310
240	18	1344871.3310
241	3	1344871.3330
241	1	1344871.3330
241	161	1344871.3330
241	48	1344871.3330
241	215	1344871.3330
241	162	1344871.3330
241	163	1344871.3330
242	135	1344871.3370
242	50	1344871.3370
243	364	1344871.3560
243	46	1344871.3560
243	15	1344871.3560
244	365	1344871.3580
245	70	1344871.3630
246	21	1344871.3780
240	61	1344871.4290
240	86	1344871.4290
240	3	1344871.4290
240	62	1344871.4290
247	366	1344871.4360
248	8	1344871.4700
248	20	1344871.4700
248	17	1344871.4700
248	1	1344871.4700
248	11	1344871.4700
249	33	1344871.4700
249	161	1344871.4700
249	128	1344871.4700
250	367	1344871.5010
251	368	1344871.5260
251	322	1344871.5260
252	102	1344871.5370
252	82	1344871.5370
92	46	1344871.5490
92	7	1344871.5490
92	13	1344871.5490
92	3	1344871.5490
92	369	1344871.5490
92	370	1344871.5490
92	371	1344871.5490
253	316	1344871.5560
27	372	1344871.5570
72	373	1344871.5620
254	374	1344871.5760
255	375	1344871.6100
256	8	1344871.6210
256	26	1344871.6210
256	15	1344871.6210
256	17	1344871.6210
256	376	1344871.6210
257	161	1344871.6350
257	10	1344871.6350
257	13	1344871.6350
257	7	1344871.6350
257	8	1344871.6350
257	44	1344871.6350
258	377	1344871.6380
259	378	1344871.6410
260	379	1344871.6420
260	380	1344871.6420
261	381	1344871.6590
262	382	1344871.6640
263	383	1344871.6650
263	161	1344871.6650
263	13	1344871.6650
263	8	1344871.6650
263	15	1344871.6650
263	17	1344871.6650
263	28	1344871.6650
263	59	1344871.6650
264	302	1344871.6650
224	384	1344871.6820
224	40	1344871.6820
224	385	1344871.6820
224	386	1344871.6820
224	387	1344871.6820
224	388	1344871.6820
224	389	1344871.6820
224	390	1344871.6820
224	391	1344871.6820
224	392	1344871.6820
265	393	1344871.6970
265	394	1344871.6970
265	395	1344871.6970
265	254	1344871.7420
266	396	1344871.7630
266	397	1344871.7670
191	398	1344871.7910
191	69	1344871.7910
267	161	1344871.8060
267	48	1344871.8060
267	3	1344871.8060
267	1	1344871.8060
267	20	1344871.8060
267	280	1344871.8060
267	162	1344871.8060
267	163	1344871.8060
104	399	1344871.8280
104	400	1344871.8280
104	115	1344871.8280
104	77	1344871.8280
12	401	1344871.8350
268	402	1344871.8380
269	402	1344871.8380
270	402	1344871.8380
222	403	1344871.8470
222	159	1344871.8470
271	404	1344871.8500
271	8	1344871.8500
272	405	1344871.8600
272	406	1344871.8600
273	407	1344871.9010
198	62	1344871.9010
198	20	1344871.9010
198	17	1344871.9010
198	10	1344871.9010
198	161	1344871.9010
198	408	1344871.9010
168	409	1344871.9020
168	410	1344871.9020
168	411	1344871.9020
168	412	1344871.9020
168	142	1344871.9020
274	413	1344871.9070
274	82	1344871.9070
274	81	1344871.9070
199	414	1344871.9140
275	52	1344871.9230
275	415	1344871.9230
275	97	1344871.9230
275	98	1344871.9230
275	96	1344871.9230
275	353	1344871.9230
275	304	1344871.9230
276	185	1344871.9600
276	62	1344871.9600
276	20	1344871.9600
276	16	1344871.9600
276	15	1344871.9600
276	9	1344871.9600
276	8	1344871.9600
276	69	1344871.9600
277	416	1344871.9790
278	64	1344872.0800
278	65	1344872.0800
278	8	1344872.0800
278	11	1344872.0800
279	417	1344872.0860
280	248	1344872.0860
281	418	1344872.0860
282	419	1344872.1000
278	116	1344872.1120
278	17	1344872.1120
278	16	1344872.1120
278	9	1344872.1120
278	10	1344872.1120
256	18	1344872.1200
256	20	1344872.1200
256	42	1344872.1200
256	59	1344872.1200
256	420	1344872.1200
283	421	1344872.1350
284	422	1344872.1420
285	423	1344872.1680
285	424	1344872.1680
286	7	1344872.1890
286	13	1344872.1890
286	8	1344872.1890
286	17	1344872.1890
286	50	1344872.1890
286	62	1344872.1890
286	28	1344872.1890
286	425	1344872.1890
286	44	1344872.1890
287	426	1344872.2090
288	24	1344872.2180
289	427	1344872.2290
290	327	1344872.2470
290	428	1344872.2470
290	429	1344872.2470
290	430	1344872.2470
290	431	1344872.2470
290	432	1344872.2470
290	433	1344872.2470
290	146	1344872.2470
290	434	1344872.2470
109	435	1344872.2500
291	335	1344872.2660
291	44	1344872.2660
291	8	1344872.2660
291	7	1344872.2660
291	20	1344872.2660
291	17	1344872.2660
291	28	1344872.2660
291	62	1344872.2660
292	314	1344872.2720
293	65	1344872.2830
294	405	1344872.3080
294	406	1344872.3080
260	436	1344872.3090
295	167	1344872.3120
296	8	1344872.3190
296	437	1344872.3190
297	406	1344872.3360
174	236	1344872.3450
298	137	1344872.3450
299	438	1344872.3880
300	439	1344872.3980
301	68	1344872.4020
301	440	1344872.4020
302	441	1344872.4050
302	41	1344872.4050
302	8	1344872.4050
302	161	1344872.4050
302	128	1344872.4050
302	442	1344872.4050
302	443	1344872.4050
302	444	1344872.4050
303	76	1344872.4060
303	445	1344872.4060
303	446	1344872.4060
304	181	1344872.4120
304	2	1344872.4120
304	128	1344872.4120
305	3	1344872.4250
305	1	1344872.4250
305	20	1344872.4250
305	214	1344872.4250
306	438	1344872.4350
307	406	1344872.4580
308	20	1344872.4700
309	447	1344872.4810
310	448	1344872.5030
311	210	1344872.5110
311	49	1344872.5110
311	48	1344872.5110
311	2	1344872.5110
311	1	1344872.5110
311	11	1344872.5110
311	8	1344872.5110
311	128	1344872.5110
311	449	1344872.5110
311	450	1344872.5110
312	451	1344872.5460
313	7	1344872.5640
313	128	1344872.5640
313	8	1344872.5640
313	17	1344872.5640
313	16	1344872.5640
313	62	1344872.5640
313	28	1344872.5640
313	45	1344872.5640
314	452	1344872.5730
315	453	1344872.5820
315	454	1344872.5820
315	455	1344872.5820
315	456	1344872.5820
316	50	1344872.5840
316	17	1344872.5840
316	13	1344872.5840
316	8	1344872.5840
316	7	1344872.5840
316	28	1344872.5840
316	62	1344872.5840
316	185	1344872.5840
316	44	1344872.5840
317	457	1344872.5940
318	458	1344872.5950
319	214	1344872.6430
319	128	1344872.6430
319	9	1344872.6430
319	8	1344872.6430
319	2	1344872.6430
319	1	1344872.6430
319	48	1344872.6430
320	15	1344872.6470
320	50	1344872.6470
320	9	1344872.6470
320	8	1344872.6470
320	28	1344872.6470
320	45	1344872.6470
320	44	1344872.6470
16	459	1344872.6530
321	20	1344872.6580
321	128	1344872.6580
321	1	1344872.6580
321	11	1344872.6580
321	2	1344872.6580
321	3	1344872.6580
321	48	1344872.6580
321	41	1344872.6580
321	210	1344872.6580
321	285	1344872.6580
322	460	1344872.6700
323	461	1344872.6810
324	462	1344872.7040
90	282	1344872.7170
304	463	1344872.7210
325	8	1344872.7230
325	1	1344872.7230
325	62	1344872.7230
325	20	1344872.7230
325	17	1344872.7230
325	161	1344872.7230
313	3	1344872.7330
313	11	1344872.7330
313	9	1344872.7330
313	161	1344872.7330
313	48	1344872.7330
313	41	1344872.7330
315	464	1344872.7540
326	465	1344872.7600
257	450	1344872.7630
257	17	1344872.7630
257	20	1344872.7630
257	62	1344872.7630
327	351	1344872.7650
327	254	1344872.7650
327	466	1344872.7650
328	467	1344872.7660
329	45	1344872.7980
329	8	1344872.7980
329	13	1344872.7980
329	20	1344872.7980
330	468	1344872.8100
330	469	1344872.8100
331	76	1344872.8240
332	201	1344872.8240
333	62	1344872.8390
333	17	1344872.8390
333	20	1344872.8390
333	8	1344872.8390
333	1	1344872.8390
333	161	1344872.8390
334	1	1344872.8500
334	8	1344872.8500
334	20	1344872.8500
334	17	1344872.8500
335	192	1344872.8730
10	470	1344872.8870
128	471	1344872.9170
128	116	1344872.9450
257	3	1344872.9560
257	11	1344872.9560
257	128	1344872.9560
257	26	1344872.9560
336	472	1344872.9750
337	177	1344873.0150
337	473	1344873.0150
337	474	1344873.0150
246	475	1344873.0480
338	476	1344873.0560
339	62	1344873.0700
339	20	1344873.0700
339	17	1344873.0700
339	8	1344873.0700
340	42	1344873.0750
340	59	1344873.0750
340	161	1344873.0750
340	17	1344873.0750
340	18	1344873.0750
340	20	1344873.0750
340	8	1344873.0750
341	477	1344873.0810
321	64	1344873.0950
321	65	1344873.0950
275	99	1344873.1200
275	55	1344873.1200
275	53	1344873.1200
275	306	1344873.1200
275	305	1344873.1200
275	224	1344873.1210
342	71	1344873.1350
343	478	1344873.1410
343	479	1344873.1410
343	480	1344873.1410
343	354	1344873.1410
344	41	1344873.1490
344	128	1344873.1490
344	161	1344873.1490
344	1	1344873.1490
344	214	1344873.1490
345	144	1344873.1540
346	62	1344873.1720
346	8	1344873.1720
346	11	1344873.1720
346	10	1344873.1720
346	47	1344873.1720
347	71	1344873.1750
347	300	1344873.1750
348	405	1344873.1760
348	406	1344873.1760
349	351	1344873.1810
349	481	1344873.1810
350	8	1344873.1810
350	2	1344873.1810
350	1	1344873.1810
350	482	1344873.1810
350	483	1344873.1810
350	484	1344873.1810
350	485	1344873.1810
350	486	1344873.1810
350	487	1344873.1810
351	1	1344873.2000
351	13	1344873.2000
351	10	1344873.2000
351	8	1344873.2000
351	20	1344873.2000
351	161	1344873.2000
351	488	1344873.2000
352	405	1344873.2170
352	406	1344873.2170
353	10	1344873.2340
353	11	1344873.2340
353	204	1344873.2340
354	396	1344873.2420
354	1	1344873.2420
354	2	1344873.2420
354	128	1344873.2420
354	8	1344873.2420
354	11	1344873.2420
354	359	1344873.2420
355	489	1344873.2560
355	11	1344873.2560
355	10	1344873.2560
355	20	1344873.2560
356	490	1344873.3030
356	357	1344873.3030
357	491	1344873.3310
358	491	1344873.3310
359	492	1344873.3440
360	493	1344873.3460
361	40	1344873.3520
361	494	1344873.3520
361	10	1344873.3520
361	214	1344873.3520
361	495	1344873.3520
361	496	1344873.3520
361	497	1344873.3520
362	449	1344873.3680
362	8	1344873.3680
362	128	1344873.3680
362	11	1344873.3680
362	2	1344873.3680
362	1	1344873.3680
362	210	1344873.3680
362	49	1344873.3680
362	48	1344873.3680
363	359	1344873.3690
363	11	1344873.3690
363	8	1344873.3690
363	128	1344873.3690
